Timestamp,Day Index,Day,Temp (F),Temp (C),OBS_1,OBS_2,OBS_3,OBS_4,OBS_5,OBS_6,OBS_7,OBS_8,OBS_9,OBS_10,OBS_11,OBS_12,OBS_13,OBS_14,OBS_15,OBS_16,OBS_17,OBS_18,OBS_19,OBS_20,OBS_21,OBS_22,OBS_23,OBS_24,OBS_25,OBS_26,OBS_27,OBS_28,OBS_29,OBS_30,OBS_31,OBS_32,OBS_33,OBS_34,OBS_35,OBS_36,OBS_37,OBS_38,OBS_39,OBS_40,OBS_41,OBS_42,OBS_43,OBS_44,OBS_45,OBS_46,OBS_47,OBS_48,OBS_49,OBS_50,OBS_51,OBS_52,OBS_53,OBS_54,OBS_55,OBS_56,OBS_57,Class
01:00:20,1,,87,30,10436.0,10852.0,11428.0,11661.0,11509.0,11056.0,10560.0,10102.0,9672.0,9348.0,9277.0,9339.0,9348.0,9426.0,9498.0,9463.0,9601.0,9809.0,9905.0,10035.0,10220.0,10319.0,10333.0,10406.0,10523.0,10586.0,10605.0,10484.0,10453.0,10397.0,10424.0,10450.0,10360.0,10304.0,10282.0,10392.0,10372.0,9873.0,8945.0,8337.0,8507.0,9123.0,9966.0,10694.0,11295.0,11728.0,11874.0,11871.0,11728.0,11409.0,11190.0,11034.0,10855.0,10736.0,10581.0,11071.0,10071.0,0
,3,2024-08-08,87,30,10369.0,10851.0,11706.0,11975.0,11603.0,11049.0,10469.0,9909.0,9412.0,9200.0,9099.0,9145.0,9139.0,9169.0,9265.0,9529.0,9800.0,9786.0,9812.0,9985.0,10167.0,10203.0,10314.0,10477.0,10624.0,10545.0,10434.0,10396.0,10455.0,10501.0,10513.0,10551.0,10508.0,10515.0,10452.0,10369.0,10283.0,9818.0,8867.0,8226.0,8322.0,9007.0,9821.0,10687.0,11364.0,11792.0,12012.0,12098.0,11960.0,11750.0,11524.0,11253.0,10948.0,10745.0,10513.0,11113.0,10093.0,0
23:18:09,2,2024-09-08,85,29,10447.0,10860.0,11416.0,11468.0,11193.0,10827.0,10339.0,9984.0,9610.0,9399.0,9311.0,9221.0,9329.0,9506.0,9563.0,9617.0,9759.0,9889.0,9993.0,10090.0,10201.0,10356.0,10417.0,10510.0,10475.0,10457.0,10455.0,10462.0,10544.0,10607.0,10443.0,10363.0,10356.0,10315.0,10331.0,10316.0,10204.0,9680.0,9007.0,8735.0,8925.0,9524.0,10148.0,10766.0,11191.0,11427.0,11559.0,11584.0,11508.0,11345.0,11100.0,10908.0,10802.0,10666.0,10509.0,11094.0,10115.0,0
07:49:17,2,2024-09-08,86,30,10697.0,11332.0,11652.0,11609.0,11217.0,10647.0,10103.0,9757.0,9571.0,9439.0,9368.0,9379.0,9429.0,9406.0,9530.0,9592.0,9723.0,9987.0,10105.0,10270.0,10371.0,10291.0,10272.0,10375.0,10426.0,10366.0,10474.0,10526.0,10521.0,10592.0,10520.0,10353.0,10381.0,10386.0,10440.0,10433.0,10157.0,9437.0,8889.0,8857.0,9197.0,9766.0,10403.0,10821.0,11138.0,11348.0,11523.0,11554.0,11495.0,11334.0,11007.0,10827.0,10592.0,10453.0,10350.0,10819.0,9866.0,0
13:33:40,2,2024-09-08,86,30,10355.0,10656.0,10990.0,11038.0,10800.0,10555.0,10276.0,9950.0,9806.0,9645.0,9586.0,9639.0,9663.0,9684.0,9862.0,9986.0,10116.0,10195.0,10241.0,10189.0,10116.0,10212.0,10405.0,10432.0,10389.0,10357.0,10325.0,10354.0,10360.0,10355.0,10327.0,10343.0,10344.0,10322.0,10423.0,10373.0,10209.0,9750.0,9411.0,9366.0,9552.0,9914.0,10272.0,10565.0,10735.0,10877.0,11032.0,11117.0,11004.0,10893.0,10848.0,10720.0,10653.0,10562.0,10397.0,10982.0,9908.0,1
02:40:22,1,2024-10-08,88,31,10536.0,11419.0,12049.0,12035.0,11526.0,10820.0,10181.0,9699.0,9284.0,9054.0,8978.0,8965.0,9068.0,9244.0,9342.0,9374.0,9530.0,9870.0,10187.0,10217.0,10234.0,10353.0,10336.0,10414.0,10458.0,10529.0,10501.0,10462.0,10482.0,10570.0,10489.0,10389.0,10411.0,10458.0,10388.0,10400.0,10311.0,9488.0,8490.0,8136.0,8641.0,9539.0,10352.0,11008.0,11648.0,11960.0,11929.0,11929.0,11768.0,11452.0,11262.0,11122.0,11012.0,10763.0,10430.0,11192.0,9941.0,0
20:02:21,3,2024-08-08,0,-17,11260.0,11199.0,11018.0,10762.0,10430.0,10310.0,10426.0,10494.0,10500.0,10468.0,10457.0,10709.0,10988.0,11152.0,11204.0,10815.0,10172.0,9384.0,8626.0,8035.0,7654.0,7629.0,7929.0,8392.0,8789.0,9008.0,9147.0,9483.0,9810.0,10151.0,10591.0,10945.0,10951.0,10304.0,9008.0,7532.0,6803.0,7211.0,8353.0,9875.0,11563.0,13213.0,14699.0,15869.0,16357.0,16382.0,16092.0,15369.0,14363.0,13042.0,11688.0,10383.0,9169.0,8146.0,7425.0,8521.0,7170.0,3
23:06:25,2,2024-09-08,85,29,10400.0,11026.0,11553.0,11597.0,11224.0,10724.0,10251.0,9859.0,9580.0,9464.0,9392.0,9342.0,9468.0,9536.0,9683.0,9812.0,9881.0,9873.0,9965.0,10101.0,10330.0,10388.0,10348.0,10351.0,10369.0,10386.0,10444.0,10418.0,10441.0,10502.0,10485.0,10373.0,10347.0,10371.0,10365.0,10361.0,10202.0,9536.0,8841.0,8562.0,8903.0,9633.0,10362.0,10877.0,11258.0,11609.0,11722.0,11530.0,11512.0,11346.0,11134.0,10986.0,10681.0,10438.0,10261.0,10780.0,9829.0,0
00:00:02,1,,86,30,10451.0,10922.0,11412.0,11544.0,11290.0,10807.0,10335.0,9926.0,9703.0,9542.0,9449.0,9390.0,9471.0,9584.0,9669.0,9800.0,9862.0,9858.0,9868.0,9993.0,10200.0,10325.0,10372.0,10466.0,10444.0,10422.0,10411.0,10310.0,10312.0,10346.0,10270.0,10184.0,10238.0,10342.0,10356.0,10438.0,10462.0,10005.0,9277.0,8922.0,9074.0,9601.0,10279.0,10738.0,11057.0,11292.0,11407.0,11398.0,11331.0,11196.0,11029.0,10782.0,10588.0,10502.0,10462.0,11028.0,10044.0,0
02:03:17,1,2024-10-08,88,31,10435.0,11190.0,11927.0,12047.0,11619.0,10969.0,10355.0,9808.0,9283.0,9195.0,9159.0,9051.0,9030.0,9141.0,9395.0,9550.0,9739.0,9930.0,10085.0,10127.0,10118.0,10223.0,10332.0,10409.0,10461.0,10620.0,10568.0,10481.0,10474.0,10412.0,10432.0,10469.0,10502.0,10397.0,10372.0,10416.0,10410.0,9641.0,8724.0,8294.0,8589.0,9329.0,10176.0,10886.0,11485.0,11846.0,11938.0,11851.0,11658.0,11440.0,11236.0,11051.0,10781.0,10605.0,10552.0,11031.0,10194.0,0
22:52:32,3,2024-08-08,87,30,10305.0,11010.0,11816.0,12031.0,11612.0,10970.0,10399.0,9861.0,9408.0,8997.0,8921.0,9084.0,9114.0,9182.0,9362.0,9653.0,9883.0,9946.0,9947.0,10044.0,10207.0,10342.0,10395.0,10439.0,10511.0,10524.0,10450.0,10367.0,10355.0,10406.0,10410.0,10418.0,10492.0,10479.0,10425.0,10440.0,10412.0,9791.0,8765.0,8292.0,8494.0,9229.0,10160.0,10913.0,11478.0,11807.0,11944.0,11948.0,11806.0,11514.0,11322.0,11217.0,10977.0,10744.0,10553.0,11321.0,10128.0,0
21:43:11,3,2024-08-08,87,30,10380.0,10952.0,11677.0,11974.0,11583.0,10956.0,10400.0,10004.0,9604.0,9311.0,9132.0,9039.0,9080.0,9312.0,9548.0,9621.0,9716.0,9901.0,10054.0,10117.0,10212.0,10255.0,10307.0,10425.0,10416.0,10443.0,10466.0,10464.0,10564.0,10514.0,10458.0,10430.0,10401.0,10448.0,10458.0,10474.0,10273.0,9643.0,8810.0,8528.0,8631.0,9273.0,10133.0,10827.0,11294.0,11580.0,11708.0,11720.0,11743.0,11646.0,11340.0,11069.0,10761.0,10658.0,10510.0,11142.0,10059.0,0
08:59:26,2,2024-09-08,85,29,10479.0,10968.0,11378.0,11293.0,10972.0,10624.0,10199.0,9898.0,9721.0,9595.0,9501.0,9459.0,9470.0,9542.0,9696.0,9801.0,9847.0,9971.0,10020.0,10047.0,10083.0,10223.0,10327.0,10494.0,10565.0,10528.0,10532.0,10536.0,10488.0,10470.0,10441.0,10413.0,10372.0,10307.0,10252.0,10243.0,10070.0,9511.0,9105.0,8971.0,9372.0,9931.0,10419.0,10757.0,11038.0,11295.0,11450.0,11414.0,11366.0,11116.0,10895.0,10722.0,10509.0,10366.0,10409.0,10796.0,10028.0,0
01:11:16,2,2024-09-08,88,31,,11229.0,11967.0,12157.0,11781.0,11045.0,10327.0,9761.0,9309.0,9021.0,9024.0,9082.0,9072.0,9101.0,9268.0,9548.0,9784.0,9973.0,10098.0,10129.0,10121.0,10136.0,10198.0,10236.0,10355.0,10463.0,10496.0,10422.0,10461.0,10539.0,10626.0,10616.0,10566.0,10571.0,10480.0,10467.0,10283.0,9437.0,8419.0,7985.0,8367.0,9190.0,10138.0,10979.0,11638.0,11913.0,12052.0,12009.0,11916.0,11597.0,11320.0,11106.0,10941.0,10776.0,10640.0,11167.0,10210.0,0
17:10:01,2,2024-09-08,86,30,10326.0,10754.0,11223.0,11336.0,11147.0,10824.0,10390.0,10077.0,9807.0,9612.0,9588.0,9533.0,9503.0,9542.0,9579.0,9747.0,9958.0,10017.0,10102.0,10175.0,10201.0,10346.0,10385.0,10384.0,10388.0,10456.0,10444.0,10353.0,10260.0,10294.0,10335.0,10363.0,10430.0,10463.0,10449.0,10386.0,10279.0,9932.0,9397.0,9141.0,9295.0,9663.0,10131.0,10648.0,10963.0,11151.0,11213.0,11147.0,11109.0,11090.0,11028.0,10858.0,10664.0,10477.0,10383.0,10879.0,10000.0,0
15:30:47,2,2024-09-08,86,30,10314.0,10563.0,10846.0,10867.0,10664.0,10423.0,10362.0,10210.0,10023.0,9908.0,9854.0,9854.0,9872.0,9948.0,10091.0,10165.0,10128.0,10125.0,10148.0,10206.0,10336.0,10441.0,10525.0,10510.0,10437.0,10300.0,10217.0,10190.0,10282.0,10294.0,10359.0,10398.0,10404.0,10392.0,10358.0,10300.0,10191.0,9963.0,9762.0,9779.0,9930.0,10121.0,10214.0,10357.0,10422.0,10536.0,10546.0,10655.0,10667.0,10575.0,10504.0,10423.0,10459.0,10409.0,10338.0,10787.0,9881.0,1
15:20:39,2,2024-09-08,86,30,,10687.0,11079.0,11129.0,11026.0,10744.0,10381.0,10064.0,9895.0,9887.0,9769.0,9734.0,9796.0,9731.0,9683.0,9704.0,9792.0,9975.0,10113.0,10198.0,10286.0,10338.0,10333.0,10182.0,10214.0,10278.0,10380.0,10501.0,10544.0,10534.0,10422.0,10363.0,10346.0,10294.0,10164.0,10215.0,10326.0,10144.0,9649.0,9387.0,9526.0,9856.0,10168.0,10533.0,10756.0,10845.0,10809.0,10824.0,10861.0,10930.0,10909.0,10819.0,10740.0,10599.0,10444.0,11087.0,10033.0,1
16:42:49,2,2024-09-08,86,30,10270.0,10798.0,11256.0,11306.0,10997.0,10613.0,10222.0,9928.0,9752.0,9582.0,9541.0,9627.0,9707.0,9769.0,9829.0,9903.0,9940.0,9985.0,10033.0,10115.0,10102.0,10217.0,10297.0,10383.0,10379.0,10279.0,10303.0,10414.0,10479.0,10491.0,10435.0,10414.0,10383.0,10281.0,10329.0,10392.0,10295.0,9803.0,9379.0,9333.0,9494.0,9780.0,10244.0,10685.0,10890.0,11051.0,11034.0,10990.0,11067.0,11073.0,10932.0,10762.0,10650.0,10549.0,10503.0,10975.0,10036.0,1
23:30:10,2,2024-09-08,85,29,10291.0,10728.0,11185.0,11242.0,11124.0,10901.0,10478.0,10026.0,9759.0,9646.0,9540.0,9437.0,9503.0,9629.0,9718.0,9687.0,9791.0,9915.0,9983.0,10064.0,10172.0,10302.0,10323.0,10364.0,10410.0,10461.0,10493.0,10527.0,10515.0,10478.0,10411.0,10354.0,10397.0,10369.0,10297.0,10279.0,10267.0,9907.0,9247.0,8998.0,9185.0,9650.0,10214.0,10713.0,11059.0,11263.0,11349.0,11309.0,11247.0,11153.0,11042.0,10812.0,10577.0,10396.0,10309.0,10880.0,9971.0,0
,2,2024-09-08,86,30,10402.0,11061.0,11436.0,11451.0,11187.0,10709.0,10191.0,9829.0,9608.0,9505.0,9381.0,9291.0,9403.0,9534.0,9606.0,9706.0,9886.0,10085.0,10200.0,10291.0,10402.0,10425.0,10454.0,10409.0,10376.0,10287.0,10335.0,10395.0,10371.0,10375.0,10518.0,10554.0,10507.0,10419.0,10437.0,10376.0,10239.0,9576.0,8986.0,8702.0,8994.0,9597.0,10187.0,10739.0,11131.0,11437.0,11569.0,11543.0,11327.0,11170.0,11019.0,10810.0,10636.0,10509.0,10375.0,10803.0,9956.0,0
10:49:05,2,2024-09-08,87,30,10293.0,10921.0,11618.0,11827.0,11524.0,10948.0,10355.0,9942.0,9590.0,9407.0,9374.0,9349.0,9367.0,9403.0,9440.0,9616.0,9809.0,9955.0,10057.0,10162.0,10228.0,10257.0,10306.0,10385.0,10491.0,10482.0,10471.0,10556.0,10563.0,10395.0,10355.0,10426.0,10427.0,10387.0,10387.0,10267.0,10175.0,9666.0,8914.0,8560.0,8822.0,9355.0,10100.0,10825.0,11289.0,11574.0,11608.0,11543.0,11432.0,11259.0,11090.0,10945.0,10899.0,10820.0,10653.0,11241.0,10228.0,0
09:46:39,2,2024-09-08,85,29,10408.0,10937.0,11290.0,11294.0,10996.0,10546.0,10209.0,9939.0,9698.0,9587.0,9649.0,9615.0,9592.0,9660.0,9784.0,9830.0,9903.0,10066.0,10142.0,10152.0,10171.0,10259.0,10274.0,10332.0,10389.0,10419.0,10515.0,10523.0,10520.0,10461.0,10464.0,10529.0,10516.0,10403.0,10270.0,10225.0,10104.0,9611.0,9111.0,9075.0,9333.0,9769.0,10341.0,10751.0,11021.0,11217.0,11263.0,11274.0,11184.0,10980.0,10827.0,10680.0,10551.0,10592.0,10555.0,11001.0,10073.0,0
19:49:17,2,2024-09-08,86,30,10306.0,10827.0,11472.0,11772.0,11559.0,11027.0,10448.0,10097.0,9798.0,9547.0,9438.0,9354.0,9365.0,9476.0,9611.0,9612.0,9744.0,9890.0,9929.0,9997.0,10055.0,10237.0,10310.0,10296.0,10371.0,10420.0,10493.0,10533.0,10479.0,10523.0,10526.0,10475.0,10369.0,10319.0,10367.0,10341.0,10382.0,10104.0,9416.0,9005.0,9006.0,9406.0,9914.0,10338.0,10830.0,11154.0,11302.0,11392.0,11302.0,11240.0,11148.0,10987.0,10725.0,10559.0,10449.0,10890.0,10046.0,0
04:14:00,2,2024-09-08,89,31,10884.0,11773.0,12058.0,11782.0,11237.0,10477.0,9785.0,9512.0,9248.0,9026.0,8953.0,8998.0,9153.0,9293.0,9484.0,9563.0,9772.0,9929.0,10010.0,10099.0,10322.0,10447.0,10554.0,10563.0,10527.0,10585.0,10611.0,10596.0,10546.0,10490.0,10395.0,10351.0,10428.0,10406.0,10341.0,10331.0,9813.0,8825.0,8192.0,8272.0,8922.0,9851.0,10652.0,11351.0,11813.0,12089.0,12148.0,12085.0,11821.0,11490.0,11248.0,10982.0,10685.0,10468.0,10402.0,10853.0,9982.0,0
19:24:28,3,2024-08-08,87,30,10295.0,10421.0,10840.0,11158.0,11150.0,10929.0,10574.0,10231.0,9897.0,9623.0,9563.0,9554.0,9570.0,9725.0,9804.0,9866.0,9910.0,9977.0,10048.0,10057.0,10160.0,10190.0,10378.0,10532.0,10472.0,10343.0,10315.0,10454.0,10448.0,10415.0,10374.0,10340.0,10353.0,10386.0,10461.0,10432.0,10417.0,10132.0,9480.0,9022.0,9089.0,9493.0,9982.0,10421.0,10863.0,11206.0,11319.0,11311.0,11179.0,11110.0,10924.0,10762.0,10648.0,10525.0,10425.0,10938.0,10014.0,0
,2,2024-09-08,88,31,10425.0,11217.0,12048.0,12197.0,11773.0,11093.0,10470.0,9863.0,9373.0,8985.0,8789.0,8798.0,8892.0,9072.0,9235.0,9376.0,9609.0,9749.0,9889.0,10059.0,10236.0,10307.0,10368.0,10444.0,10605.0,10785.0,10762.0,10738.0,10674.0,10488.0,10337.0,10311.0,10440.0,10507.0,10442.0,10461.0,10290.0,9503.0,8580.0,8140.0,8339.0,9112.0,10169.0,10983.0,11516.0,11886.0,12051.0,11994.0,11853.0,11597.0,11320.0,11158.0,10999.0,10784.0,10528.0,11190.0,10178.0,0
16:37:13,2,2024-09-08,86,30,10525.0,10966.0,11238.0,11160.0,10817.0,10446.0,10087.0,9878.0,9735.0,9743.0,9731.0,9784.0,9889.0,9852.0,9895.0,9885.0,9883.0,9924.0,10037.0,10088.0,10149.0,10316.0,10367.0,10328.0,10290.0,10237.0,10270.0,10390.0,10453.0,10475.0,10461.0,10429.0,10508.0,10504.0,10414.0,10425.0,10230.0,9679.0,9252.0,9166.0,9405.0,9776.0,10151.0,10570.0,10861.0,10980.0,11000.0,11011.0,10986.0,10872.0,10791.0,10690.0,10628.0,10568.0,10547.0,11031.0,10139.0,1
23:48:34,3,2024-08-08,88,31,10461.0,11289.0,12031.0,12057.0,11584.0,10917.0,10270.0,9757.0,9400.0,9217.0,9074.0,9099.0,9144.0,9227.0,9275.0,9437.0,9610.0,9831.0,9947.0,10038.0,10189.0,10258.0,10337.0,10474.0,10479.0,10539.0,10572.0,10559.0,10558.0,10594.0,10585.0,10545.0,10542.0,10435.0,10289.0,10248.0,10309.0,9531.0,8513.0,8111.0,8488.0,9374.0,10313.0,11006.0,11482.0,11787.0,11958.0,11965.0,11910.0,11687.0,11372.0,11063.0,10814.0,10657.0,10458.0,11011.0,9983.0,0
